rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev,fg3_pct
32,132,32,2015-03-07,Northern Iowa,N,Loyola Chicago,CTOURN,W 63-49,*,26,1,5,0.2,0,2,1,3,0.333,0.2,3,4,0.75,0,3,3,4,0,0,1,0,5,4.2,N,1,0,deon-mitchell-1,Deon Mitchell,2015,northern-iowa,0.0
33,133,33,2015-03-08,Northern Iowa,N,Illinois State,CTOURN,W 69-60,*,29,3,11,0.273,0,2,3,9,0.333,0.273,4,4,1.0,1,4,5,2,0,0,1,2,10,5.0,N,1,0,deon-mitchell-1,Deon Mitchell,2015,northern-iowa,0.0
34,134,34,2015-03-20,Northern Iowa,N,Wyoming,ROUND-64,W 71-54,*,17,3,8,0.375,1,3,2,5,0.4,0.438,3,3,1.0,0,1,1,3,2,0,0,2,10,9.2,N,1,0,deon-mitchell-1,Deon Mitchell,2015,northern-iowa,0.333
35,135,35,2015-03-22,Northern Iowa,N,Louisville,ROUND-32,L 53-66,*,18,3,6,0.5,0,1,3,5,0.6,0.5,1,1,1.0,2,0,2,3,0,0,3,2,7,3.7,N,0,0,deon-mitchell-1,Deon Mitchell,2015,northern-iowa,0.0
1,57,1,2014-11-15,Northern Iowa,,North Dakota,REG (Non-Conf),W 64-52,,12,0,1,0.0,0,1,0,0,,0.0,0,0,,0,3,3,0,0,0,0,1,0,-0.2,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
2,58,2,2014-11-18,Northern Iowa,@,Stephen F. Austin,REG (Non-Conf),W 79-77 (OT),,29,4,5,0.8,1,2,3,3,1.0,0.9,0,0,,1,2,3,0,1,0,0,2,9,8.6,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.5
3,59,3,2014-11-20,Northern Iowa,,Morgan State,REG (Non-Conf),W 73-53,,27,5,6,0.833,3,4,2,2,1.0,1.083,0,0,,0,7,7,1,0,0,1,3,13,11.4,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.75
4,60,4,2014-11-22,Northern Iowa,,North Florida,REG (Non-Conf),W 66-49,,29,3,9,0.333,3,7,0,2,0.0,0.5,2,2,1.0,1,1,2,0,1,1,0,3,11,7.4,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.429
5,61,5,2014-11-25,Northern Iowa,N,Virginia Tech,REG (Non-Conf),W 73-54,,13,1,2,0.5,1,2,0,0,,0.75,0,0,,0,0,0,0,0,0,0,0,3,2.0,N,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.5
6,62,6,2014-11-26,Northern Iowa,N,Northwestern,REG (Non-Conf),W 61-42,,22,0,4,0.0,0,4,0,0,,0.0,1,2,0.5,4,4,8,0,1,1,1,0,1,2.5,N,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
7,63,7,2014-11-30,Northern Iowa,,Richmond,REG (Non-Conf),W 55-50,,8,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,2,0,-1.5,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,
8,64,8,2014-12-06,Northern Iowa,,George Mason,REG (Non-Conf),W 71-65 (OT),,28,2,7,0.286,2,6,0,1,0.0,0.429,6,6,1.0,1,4,5,1,2,0,1,4,12,9.9,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.333
9,65,9,2014-12-10,Northern Iowa,@,Denver,REG (Non-Conf),W 65-55,,28,3,4,0.75,2,3,1,1,1.0,1.0,2,2,1.0,0,3,3,0,0,0,1,2,10,7.5,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.667
10,66,10,2014-12-13,Northern Iowa,@,VCU,REG (Non-Conf),L 87-93 (2OT),,36,3,8,0.375,2,6,1,2,0.5,0.5,0,0,,0,4,4,2,0,0,0,4,8,4.6,A,0,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.333
11,67,11,2014-12-20,Northern Iowa,,Iowa,REG (Non-Conf),W 56-44,,26,3,6,0.5,3,6,0,0,,0.75,1,2,0.5,0,2,2,1,1,0,1,2,10,7.1,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.5
12,68,12,2014-12-28,Northern Iowa,,South Dakota State,REG (Non-Conf),W 74-63,,24,4,8,0.5,2,5,2,3,0.667,0.625,0,0,,0,2,2,0,0,0,1,0,10,5.6,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.4
13,69,13,2015-01-01,Northern Iowa,@,Evansville,REG (Conf),L 49-52,,10,0,1,0.0,0,1,0,0,,0.0,0,0,,0,1,1,0,0,0,0,2,0,-1.2,A,0,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
14,70,14,2015-01-04,Northern Iowa,,Loyola Chicago,REG (Conf),W 67-58,,13,0,2,0.0,0,2,0,0,,0.0,0,0,,0,2,2,0,0,0,1,2,0,-2.6,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
15,71,15,2015-01-07,Northern Iowa,,Southern Illinois,REG (Conf),W 55-39,,5,0,1,0.0,0,1,0,0,,0.0,0,0,,0,2,2,0,0,0,0,2,0,-0.9,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
16,72,16,2015-01-10,Northern Iowa,@,Drake,REG (Conf),W 64-40,,7,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,
17,73,17,2015-01-13,Northern Iowa,@,Bradley,REG (Conf),W 63-52,,18,3,4,0.75,3,4,0,0,,1.125,0,0,,1,1,2,0,1,0,0,0,9,9.4,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.75
18,74,18,2015-01-18,Northern Iowa,,Missouri State,REG (Conf),W 60-46,,14,1,3,0.333,1,3,0,0,,0.5,0,0,,1,0,1,0,0,0,0,2,3,1.2,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.333
19,75,19,2015-01-21,Northern Iowa,,Indiana State,REG (Conf),W 66-60,,3,0,1,0.0,0,1,0,0,,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
20,76,20,2015-01-25,Northern Iowa,@,Illinois State,REG (Conf),W 54-53,,6,0,1,0.0,0,1,0,0,,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
21,77,21,2015-01-28,Northern Iowa,@,Southern Illinois,REG (Conf),W 59-52,,25,5,6,0.833,3,4,2,2,1.0,1.083,0,0,,0,1,1,1,0,0,0,4,13,10.2,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.75
22,78,22,2015-01-31,Northern Iowa,,Wichita State,REG (Conf),W 70-54,,25,1,2,0.5,1,2,0,0,,0.75,0,0,,0,1,1,0,1,0,1,2,3,1.5,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.5
23,79,23,2015-02-03,Northern Iowa,@,Indiana State,REG (Conf),W 61-51,,26,2,4,0.5,1,3,1,1,1.0,0.625,0,0,,0,2,2,0,1,0,0,0,5,4.6,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.333
24,80,24,2015-02-07,Northern Iowa,,Drake,REG (Conf),W 69-53,,16,4,5,0.8,4,5,0,0,,1.2,0,0,,0,1,1,1,0,0,0,2,12,10.3,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.8
25,81,25,2015-02-11,Northern Iowa,,Illinois State,REG (Conf),W 83-64,,20,2,5,0.4,2,5,0,0,,0.6,2,2,1.0,0,2,2,2,0,0,0,0,8,7.3,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.4
26,82,26,2015-02-15,Northern Iowa,@,Missouri State,REG (Conf),W 68-57,,13,3,3,1.0,1,1,2,2,1.0,1.167,0,0,,1,1,2,0,0,0,1,0,7,6.1,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,1.0
27,83,27,2015-02-18,Northern Iowa,@,Loyola Chicago,REG (Conf),W 58-39,,19,2,4,0.5,2,4,0,0,,0.75,0,0,,0,1,1,0,1,0,1,0,6,4.3,A,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.5
28,84,28,2015-02-21,Northern Iowa,,Bradley,REG (Conf),W 56-39,,16,1,5,0.2,1,5,0,0,,0.3,0,0,,0,4,4,0,0,0,2,0,3,-0.9,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.2
29,85,29,2015-02-25,Northern Iowa,,Evansville,REG (Conf),W 68-57,,12,4,4,1.0,3,3,1,1,1.0,1.375,0,0,,0,5,5,0,0,0,0,0,11,11.3,H,1,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,1.0
30,86,30,2015-02-28,Northern Iowa,@,Wichita State,REG (Conf),L 60-74,,24,3,6,0.5,2,4,1,2,0.5,0.667,0,0,,0,1,1,0,0,0,1,2,8,3.5,A,0,1,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.5
31,87,31,2015-03-06,Northern Iowa,N,Bradley,CTOURN,W 71-46,,16,0,3,0.0,0,3,0,0,,0.0,0,0,,0,0,0,1,0,0,0,2,0,-2.2,N,1,0,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
32,88,32,2015-03-07,Northern Iowa,N,Loyola Chicago,CTOURN,W 63-49,,13,1,3,0.333,0,2,1,1,1.0,0.333,0,0,,0,2,2,0,0,0,0,1,2,0.5,N,1,0,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
33,89,33,2015-03-08,Northern Iowa,N,Illinois State,CTOURN,W 69-60,,6,1,3,0.333,0,1,1,2,0.5,0.333,0,0,,0,0,0,0,1,0,0,1,2,0.9,N,1,0,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.0
34,90,34,2015-03-20,Northern Iowa,N,Wyoming,ROUND-64,W 71-54,,28,5,8,0.625,3,6,2,2,1.0,0.813,3,4,0.75,1,3,4,0,0,0,1,0,16,12.6,N,1,0,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.5
35,91,35,2015-03-22,Northern Iowa,N,Louisville,ROUND-32,L 53-66,,20,3,7,0.429,2,5,1,2,0.5,0.571,2,2,1.0,0,6,6,1,0,0,0,0,10,8.8,N,0,0,paul-jesperson-1,Paul Jesperson,2015,northern-iowa,0.4
1,68,1,2014-11-15,Northern Iowa,,North Dakota,REG (Non-Conf),W 64-52,*,35,1,5,0.2,1,5,0,0,,0.3,2,2,1.0,0,0,0,0,1,0,2,2,5,0.1,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.2
2,69,2,2014-11-18,Northern Iowa,@,Stephen F. Austin,REG (Non-Conf),W 79-77 (OT),*,14,0,2,0.0,0,2,0,0,,0.0,0,0,,0,0,0,1,0,0,0,0,0,-0.7,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.0
3,70,3,2014-11-20,Northern Iowa,,Morgan State,REG (Non-Conf),W 73-53,*,15,0,4,0.0,0,4,0,0,,0.0,0,0,,0,1,1,1,0,0,2,0,0,-3.8,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.0
4,71,4,2014-11-22,Northern Iowa,,North Florida,REG (Non-Conf),W 66-49,*,6,1,2,0.5,1,2,0,0,,0.75,0,0,,0,0,0,0,0,0,0,3,3,0.8,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.5
5,72,5,2014-11-25,Northern Iowa,N,Virginia Tech,REG (Non-Conf),W 73-54,*,37,4,7,0.571,3,6,1,1,1.0,0.786,2,2,1.0,0,1,1,2,0,0,1,1,13,10.0,N,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.5
6,73,6,2014-11-26,Northern Iowa,N,Northwestern,REG (Non-Conf),W 61-42,*,20,1,2,0.5,1,2,0,0,,0.75,2,2,1.0,0,1,1,0,2,0,0,3,5,5.1,N,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.5
7,74,7,2014-11-30,Northern Iowa,,Richmond,REG (Non-Conf),W 55-50,*,29,1,2,0.5,1,2,0,0,,0.75,5,6,0.833,0,1,1,1,1,0,2,1,8,6.2,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.5
8,75,8,2014-12-06,Northern Iowa,,George Mason,REG (Non-Conf),W 71-65 (OT),*,17,0,3,0.0,0,3,0,0,,0.0,0,0,,0,2,2,2,0,0,0,0,0,-0.1,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.0
9,76,9,2014-12-10,Northern Iowa,@,Denver,REG (Non-Conf),W 65-55,*,33,2,3,0.667,2,3,0,0,,1.0,1,2,0.5,0,3,3,1,1,0,2,3,7,4.7,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.667
10,77,10,2014-12-13,Northern Iowa,@,VCU,REG (Non-Conf),L 87-93 (2OT),*,37,6,10,0.6,5,9,1,1,1.0,0.85,1,3,0.333,0,2,2,0,0,0,0,2,18,12.4,A,0,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.556
11,78,11,2014-12-20,Northern Iowa,,Iowa,REG (Non-Conf),W 56-44,*,24,2,6,0.333,2,5,0,1,0.0,0.5,0,0,,0,1,1,2,1,0,1,4,6,2.7,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.4
12,79,12,2014-12-28,Northern Iowa,,South Dakota State,REG (Non-Conf),W 74-63,*,25,2,4,0.5,1,3,1,1,1.0,0.625,0,0,,0,3,3,0,0,0,0,1,5,3.5,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.333
13,80,13,2015-01-01,Northern Iowa,@,Evansville,REG (Conf),L 49-52,*,32,0,4,0.0,0,4,0,0,,0.0,0,0,,0,3,3,1,0,0,0,3,0,-2.4,A,0,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.0
14,81,14,2015-01-04,Northern Iowa,,Loyola Chicago,REG (Conf),W 67-58,*,18,1,3,0.333,1,3,0,0,,0.5,0,0,,0,2,2,0,2,0,0,0,3,3.9,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.333
15,82,15,2015-01-07,Northern Iowa,,Southern Illinois,REG (Conf),W 55-39,*,26,0,3,0.0,0,3,0,0,,0.0,0,0,,0,4,4,0,0,0,0,0,0,-0.9,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.0
16,83,16,2015-01-10,Northern Iowa,@,Drake,REG (Conf),W 64-40,*,25,2,6,0.333,2,6,0,0,,0.5,0,0,,0,1,1,3,1,0,1,0,6,5.0,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.333
17,84,17,2015-01-13,Northern Iowa,@,Bradley,REG (Conf),W 63-52,*,26,1,4,0.25,1,4,0,0,,0.375,0,0,,0,1,1,1,0,0,0,2,3,0.8,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.25
18,85,18,2015-01-18,Northern Iowa,,Missouri State,REG (Conf),W 60-46,*,20,0,2,0.0,0,1,0,1,0.0,0.0,0,0,,0,0,0,1,0,0,0,0,0,-0.7,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.0
19,86,19,2015-01-21,Northern Iowa,,Indiana State,REG (Conf),W 66-60,*,35,6,9,0.667,5,8,1,1,1.0,0.944,0,1,0.0,0,2,2,0,1,0,0,4,17,12.7,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.625
20,87,20,2015-01-25,Northern Iowa,@,Illinois State,REG (Conf),W 54-53,*,37,2,4,0.5,2,4,0,0,,0.75,2,2,1.0,0,1,1,1,1,0,0,1,8,7.6,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.5
21,88,21,2015-01-28,Northern Iowa,@,Southern Illinois,REG (Conf),W 59-52,*,37,3,5,0.6,2,4,1,1,1.0,0.8,0,0,,0,5,5,1,1,1,1,3,8,7.4,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.5
22,89,22,2015-01-31,Northern Iowa,,Wichita State,REG (Conf),W 70-54,*,14,1,2,0.5,1,1,0,1,0.0,0.75,0,0,,0,1,1,0,0,0,0,2,3,1.5,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,1.0
23,90,23,2015-02-03,Northern Iowa,@,Indiana State,REG (Conf),W 61-51,*,25,0,2,0.0,0,2,0,0,,0.0,2,2,1.0,0,2,2,0,2,0,0,1,2,2.8,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.0
24,91,24,2015-02-07,Northern Iowa,,Drake,REG (Conf),W 69-53,*,23,5,5,1.0,4,4,1,1,1.0,1.4,0,0,,0,1,1,0,0,0,0,1,14,12.4,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,1.0
25,92,25,2015-02-11,Northern Iowa,,Illinois State,REG (Conf),W 83-64,*,19,1,2,0.5,0,1,1,1,1.0,0.5,0,0,,0,1,1,0,0,0,0,0,2,1.3,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.0
26,93,26,2015-02-15,Northern Iowa,@,Missouri State,REG (Conf),W 68-57,*,28,1,7,0.143,1,6,0,1,0.0,0.214,0,0,,0,2,2,6,0,0,0,2,3,2.5,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.167
27,94,27,2015-02-18,Northern Iowa,@,Loyola Chicago,REG (Conf),W 58-39,*,33,3,6,0.5,2,5,1,1,1.0,0.667,0,0,,0,2,2,2,2,0,1,1,8,7.6,A,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.4
28,95,28,2015-02-21,Northern Iowa,,Bradley,REG (Conf),W 56-39,*,32,2,7,0.286,2,7,0,0,,0.429,0,0,,0,4,4,2,1,0,1,1,6,4.1,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.286
29,96,29,2015-02-25,Northern Iowa,,Evansville,REG (Conf),W 68-57,*,30,3,5,0.6,3,4,0,1,0.0,0.9,0,0,,0,0,0,0,1,0,0,2,9,6.9,H,1,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.75
30,97,30,2015-02-28,Northern Iowa,@,Wichita State,REG (Conf),L 60-74,*,31,3,6,0.5,3,6,0,0,,0.75,0,0,,0,1,1,0,0,0,0,2,9,5.5,A,0,1,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.5
31,98,31,2015-03-06,Northern Iowa,N,Bradley,CTOURN,W 71-46,*,20,1,3,0.333,1,3,0,0,,0.5,0,0,,0,0,0,0,0,0,0,3,3,0.1,N,1,0,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.333
32,99,32,2015-03-07,Northern Iowa,N,Loyola Chicago,CTOURN,W 63-49,*,27,2,6,0.333,1,4,1,2,0.5,0.417,0,0,,0,1,1,1,1,0,0,1,5,3.2,N,1,0,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.25
33,100,33,2015-03-08,Northern Iowa,N,Illinois State,CTOURN,W 69-60,*,36,2,8,0.25,2,6,0,2,0.0,0.375,3,4,0.75,0,8,8,0,1,0,0,2,9,6.4,N,1,0,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.333
34,101,34,2015-03-20,Northern Iowa,N,Wyoming,ROUND-64,W 71-54,*,16,2,3,0.667,2,3,0,0,,1.0,0,0,,0,2,2,1,0,0,0,0,6,6.0,N,1,0,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.667
35,102,35,2015-03-22,Northern Iowa,N,Louisville,ROUND-32,L 53-66,*,29,2,3,0.667,2,3,0,0,,1.0,0,0,,0,1,1,0,0,0,1,3,6,2.8,N,0,0,matt-bohannon-1,Matt Bohannon,2015,northern-iowa,0.667
1,32,1,2014-11-15,Northern Iowa,,North Dakota,REG (Non-Conf),W 64-52,*,10,0,3,0.0,0,2,0,1,0.0,0.0,0,0,,1,0,1,0,2,0,2,1,0,-1.8,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.0
2,33,2,2014-11-18,Northern Iowa,@,Stephen F. Austin,REG (Non-Conf),W 79-77 (OT),*,6,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,4,2,0.1,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,
3,34,3,2014-11-20,Northern Iowa,,Morgan State,REG (Non-Conf),W 73-53,*,29,3,7,0.429,2,6,1,1,1.0,0.571,3,4,0.75,1,2,3,1,1,1,0,1,11,10.2,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.333
4,35,4,2014-11-22,Northern Iowa,,North Florida,REG (Non-Conf),W 66-49,*,18,2,2,1.0,2,2,0,0,,1.5,0,0,,0,3,3,2,1,1,1,0,6,8.4,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,1.0
5,36,5,2014-11-25,Northern Iowa,N,Virginia Tech,REG (Non-Conf),W 73-54,*,30,0,3,0.0,0,3,0,0,,0.0,0,0,,2,2,4,2,1,0,0,1,0,1.9,N,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.0
6,37,6,2014-11-26,Northern Iowa,N,Northwestern,REG (Non-Conf),W 61-42,*,15,1,1,1.0,0,0,1,1,1.0,1.0,0,1,0.0,0,1,1,1,0,0,1,1,2,0.9,N,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,
7,38,7,2014-11-30,Northern Iowa,,Richmond,REG (Non-Conf),W 55-50,*,28,2,6,0.333,0,2,2,4,0.5,0.333,0,0,,2,1,3,1,0,2,0,2,4,3.6,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.0
8,39,8,2014-12-06,Northern Iowa,,George Mason,REG (Non-Conf),W 71-65 (OT),*,29,4,11,0.364,1,5,3,6,0.5,0.409,0,2,0.0,3,3,6,1,0,1,0,3,9,5.3,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.2
9,40,9,2014-12-10,Northern Iowa,@,Denver,REG (Non-Conf),W 65-55,*,17,1,2,0.5,0,1,1,1,1.0,0.5,0,0,,0,0,0,1,1,0,1,2,2,0.9,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.0
10,41,10,2014-12-13,Northern Iowa,@,VCU,REG (Non-Conf),L 87-93 (2OT),*,16,2,6,0.333,1,3,1,3,0.333,0.417,1,2,0.5,1,2,3,0,1,0,0,2,6,3.7,A,0,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.333
11,42,11,2014-12-20,Northern Iowa,,Iowa,REG (Non-Conf),W 56-44,*,14,2,4,0.5,1,3,1,1,1.0,0.625,2,2,1.0,0,3,3,0,1,0,0,1,7,6.5,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.333
12,43,12,2014-12-28,Northern Iowa,,South Dakota State,REG (Non-Conf),W 74-63,*,19,1,2,0.5,0,0,1,2,0.5,0.5,1,2,0.5,0,1,1,0,0,0,0,2,3,1.1,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,
13,44,13,2015-01-01,Northern Iowa,@,Evansville,REG (Conf),L 49-52,*,33,3,5,0.6,1,3,2,2,1.0,0.7,0,0,,1,3,4,3,3,1,2,3,7,8.9,A,0,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.333
14,45,14,2015-01-04,Northern Iowa,,Loyola Chicago,REG (Conf),W 67-58,*,27,5,8,0.625,2,5,3,3,1.0,0.75,6,8,0.75,1,2,3,1,3,1,0,1,18,18.9,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.4
15,46,15,2015-01-07,Northern Iowa,,Southern Illinois,REG (Conf),W 55-39,*,29,0,2,0.0,0,2,0,0,,0.0,0,0,,1,1,2,1,3,2,0,2,0,3.9,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.0
16,47,16,2015-01-10,Northern Iowa,@,Drake,REG (Conf),W 64-40,*,25,5,6,0.833,3,4,2,2,1.0,1.083,2,2,1.0,1,7,8,0,0,0,0,1,15,15.2,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.75
17,48,17,2015-01-13,Northern Iowa,@,Bradley,REG (Conf),W 63-52,*,22,0,1,0.0,0,0,0,1,0.0,0.0,3,4,0.75,0,5,5,0,1,0,3,0,3,1.4,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,
18,49,18,2015-01-18,Northern Iowa,,Missouri State,REG (Conf),W 60-46,*,25,0,1,0.0,0,1,0,0,,0.0,1,2,0.5,1,3,4,0,2,0,0,1,1,3.1,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.0
19,50,19,2015-01-21,Northern Iowa,,Indiana State,REG (Conf),W 66-60,*,30,1,5,0.2,1,3,0,2,0.0,0.3,8,8,1.0,2,1,3,0,0,0,0,2,11,8.8,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.333
20,51,20,2015-01-25,Northern Iowa,@,Illinois State,REG (Conf),W 54-53,*,23,1,4,0.25,1,3,0,1,0.0,0.375,0,0,,0,5,5,2,2,2,2,4,3,3.3,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.333
21,52,21,2015-01-28,Northern Iowa,@,Southern Illinois,REG (Conf),W 59-52,*,16,1,2,0.5,1,2,0,0,,0.75,0,1,0.0,1,0,1,0,0,2,1,1,3,2.3,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.5
22,53,22,2015-01-31,Northern Iowa,,Wichita State,REG (Conf),W 70-54,*,27,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,1,4,5,0,1,0,0,2,2,2.4,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,
23,54,23,2015-02-03,Northern Iowa,@,Indiana State,REG (Conf),W 61-51,*,32,4,10,0.4,2,5,2,5,0.4,0.5,2,2,1.0,1,8,9,0,0,0,1,0,12,8.7,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.4
24,55,24,2015-02-07,Northern Iowa,,Drake,REG (Conf),W 69-53,*,26,1,3,0.333,0,2,1,1,1.0,0.333,0,0,,0,2,2,1,0,0,0,1,2,1.2,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.0
25,56,25,2015-02-11,Northern Iowa,,Illinois State,REG (Conf),W 83-64,*,20,2,5,0.4,0,3,2,2,1.0,0.4,0,0,,1,2,3,3,2,1,0,1,4,7.0,H,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.0
26,57,26,2015-02-15,Northern Iowa,@,Missouri State,REG (Conf),W 68-57,*,28,4,5,0.8,2,3,2,2,1.0,1.0,1,1,1.0,1,4,5,0,2,0,0,1,11,12.6,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.667
27,58,27,2015-02-18,Northern Iowa,@,Loyola Chicago,REG (Conf),W 58-39,*,27,2,4,0.5,1,3,1,1,1.0,0.625,2,2,1.0,0,3,3,3,0,0,1,1,7,6.6,A,1,1,jeremy-morgan-1,Jeremy Morgan,2015,northern-iowa,0.333
